sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,url_key,meta_title,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,manage_stock,custom_options,additional_attributes
FENBEN500,,Default,simple,Default Category/Supplements,base,Fenben FBD 500 mg,"<p>Fenben FBD 500 mg contains Fenbendazole, a benzimidazole-class anthelmintic that disrupts microtubule formation in parasites, blocking glucose uptake and leading to parasite death. It is effective against roundworms, hookworms, whipworms and certain tapeworms. Supplied in strips of 10 tablets.</p><h3>Key Benefits</h3><ul><li>Broad-spectrum benzimidazole anthelmintic</li><li>Well tolerated</li><li>Convenient once-daily dosing</li><li>Blister packed</li></ul><h3>Ingredients / Composition</h3><p>Each tablet contains Fenbendazole 500 mg.</p><h3>How to Use</h3><p>Use strictly as directed by a qualified healthcare professional. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C, protected from light and moisture.</p>",Fenbendazole 500mg tablets – a broad-spectrum benzimidazole anthelmintic.,0.2,1,Taxable Goods,"Catalog, Search",160.00,,fenben-fbd-500-mg,Fenben FBD 500 mg,Fenbendazole 500mg tablets – a broad-spectrum benzimidazole anthelmintic.,tabs-pink.jpg,Fenben FBD 500 mg,tabs-pink.jpg,Fenben FBD 500 mg,tabs-pink.jpg,Fenben FBD 500 mg,100,1,1,"name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=0.00,sku=100TABLETS,option_title=100 Tablets|name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=120.00,sku=200TABLETS,option_title=200 Tablets","brand=Fenben,form=Tablets,ingredients=Each tablet contains Fenbendazole 500 mg.,dosage=Use strictly as directed by a qualified healthcare professional. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C، protected from light and moisture.,benefits=<ul><li>Broad-spectrum benzimidazole anthelmintic</li><li>Well tolerated</li><li>Convenient once-daily dosing</li><li>Blister packed</li></ul>"
RIFAX550H,,Default,simple,Default Category/Supplements,base,Rifaximine Healing 550 Tabs,"<p>Rifaximine Healing 550 contains Rifaximin, a non-absorbable rifamycin antibiotic that acts locally in the gastrointestinal tract. It is prescribed to reduce the recurrence of hepatic encephalopathy, treat irritable bowel syndrome with diarrhoea (IBS-D), and treat traveler's diarrhoea caused by non-invasive E. coli. Because less than 1% is absorbed systemically, side effects are minimal.</p><h3>Key Benefits</h3><ul><li>Gut-selective – minimal systemic absorption</li><li>Reduces recurrence of hepatic encephalopathy</li><li>Relieves IBS-D symptoms</li><li>Treats traveler's diarrhoea</li></ul><h3>Ingredients / Composition</h3><p>Each film-coated tablet contains Rifaximin 550 mg.</p><h3>How to Use</h3><p>Typically 550 mg twice or three times daily depending on indication, as prescribed. May be taken with or without food. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C, protected from light and moisture.</p>","Rifaximin 550mg – gut-selective antibiotic for IBS-D, traveler's diarrhoea and hepatic encephalopathy.",0.2,1,Taxable Goods,"Catalog, Search",90.00,,rifaximine-healing-550-tabs,Rifaximine Healing 550 Tabs,"Rifaximin 550mg – gut-selective antibiotic for IBS-D, traveler's diarrhoea and hepatic encephalopathy.",tabs-white-blister.jpg,Rifaximine Healing 550 Tabs,tabs-white-blister.jpg,Rifaximine Healing 550 Tabs,tabs-white-blister.jpg,Rifaximine Healing 550 Tabs,100,1,1,"name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=0.00,sku=30TABLETS,option_title=30 Tablets|name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=70.00,sku=60TABLETS,option_title=60 Tablets","brand=Healing,form=Tablets,ingredients=Each film-coated tablet contains Rifaximin 550 mg.,dosage=Typically 550 mg twice or three times daily depending on indication، as prescribed. May be taken with or without food. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C، protected from light and moisture.,benefits=<ul><li>Gut-selective – minimal systemic absorption</li><li>Reduces recurrence of hepatic encephalopathy</li><li>Relieves IBS-D symptoms</li><li>Treats traveler's diarrhoea</li></ul>"
XIFAX550,,Default,simple,Default Category/Supplements,base,Xifaxan 550 mg Tabs,"<p>Xifaxan 550 mg (Rifaximin) is a broad-spectrum, poorly absorbed oral antibiotic that targets bacteria in the gut. It is used to reduce the risk of overt hepatic encephalopathy recurrence in adults, treat IBS-D, and treat traveler's diarrhoea. Supplied in strips of 10 film-coated tablets.</p><h3>Key Benefits</h3><ul><li>Locally acting gut antibiotic</li><li>Proven in IBS-D & hepatic encephalopathy</li><li>Low risk of systemic side effects</li><li>Film-coated, easy to swallow</li></ul><h3>Ingredients / Composition</h3><p>Each film-coated tablet contains Rifaximin 550 mg.</p><h3>How to Use</h3><p>As prescribed by your physician – commonly 550 mg twice daily (HE) or three times daily for 14 days (IBS-D). This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C, protected from light and moisture.</p>","Rifaximin 550mg tablets for hepatic encephalopathy, IBS-D and traveler's diarrhoea.",0.2,1,Taxable Goods,"Catalog, Search",90.00,,xifaxan-550-mg-tabs,Xifaxan 550 mg Tabs,"Rifaximin 550mg tablets for hepatic encephalopathy, IBS-D and traveler's diarrhoea.",tabs-silver-blister.jpg,Xifaxan 550 mg Tabs,tabs-silver-blister.jpg,Xifaxan 550 mg Tabs,tabs-silver-blister.jpg,Xifaxan 550 mg Tabs,100,1,1,"name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=0.00,sku=30TABLETS,option_title=30 Tablets|name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=70.00,sku=60TABLETS,option_title=60 Tablets","brand=Xifaxan,form=Tablets,ingredients=Each film-coated tablet contains Rifaximin 550 mg.,dosage=As prescribed by your physician – commonly 550 mg twice daily (HE) or three times daily for 14 days (IBS-D). This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C، protected from light and moisture.,benefits=<ul><li>Locally acting gut antibiotic</li><li>Proven in IBS-D & hepatic encephalopathy</li><li>Low risk of systemic side effects</li><li>Film-coated، easy to swallow</li></ul>"
RIFAX400,,Default,simple,Default Category/Supplements,base,Rifaximine 400 mg Tabs,"<p>Rifaximine 400 mg contains Rifaximin, a semi-synthetic rifamycin antibiotic with negligible systemic absorption. The 400 mg strength is commonly prescribed for traveler's diarrhoea, small intestinal bacterial overgrowth (SIBO) and hepatic encephalopathy. Supplied in strips of 10 tablets.</p><h3>Key Benefits</h3><ul><li>Effective for SIBO and traveler's diarrhoea</li><li>Minimal systemic absorption</li><li>Generally well tolerated</li><li>Manufactured to WHO-GMP standards</li></ul><h3>Ingredients / Composition</h3><p>Each film-coated tablet contains Rifaximin 400 mg.</p><h3>How to Use</h3><p>Commonly 400 mg three times daily for 7–14 days, as prescribed. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C, protected from light and moisture.</p>","Rifaximin 400mg tablets – for traveler's diarrhoea, SIBO and hepatic encephalopathy.",0.2,1,Taxable Goods,"Catalog, Search",75.00,,rifaximine-400-mg-tabs,Rifaximine 400 mg Tabs,"Rifaximin 400mg tablets – for traveler's diarrhoea, SIBO and hepatic encephalopathy.",tabs-hand-blister.jpg,Rifaximine 400 mg Tabs,tabs-hand-blister.jpg,Rifaximine 400 mg Tabs,tabs-hand-blister.jpg,Rifaximine 400 mg Tabs,100,1,1,"name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=0.00,sku=30TABLETS,option_title=30 Tablets|name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=65.00,sku=60TABLETS,option_title=60 Tablets","brand=Rifaximine,form=Tablets,ingredients=Each film-coated tablet contains Rifaximin 400 mg.,dosage=Commonly 400 mg three times daily for 7–14 days، as prescribed. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C، protected from light and moisture.,benefits=<ul><li>Effective for SIBO and traveler's diarrhoea</li><li>Minimal systemic absorption</li><li>Generally well tolerated</li><li>Manufactured to WHO-GMP standards</li></ul>"
AUGDUO1G,,Default,simple,Default Category/Supplements,base,Augumentine 1g Duo,"<p>Augumentine 1g Duo combines Amoxicillin (a penicillin-class antibiotic) with Clavulanic Acid (a beta-lactamase inhibitor) to treat a wide range of bacterial infections including sinusitis, otitis media, lower respiratory tract infections, urinary tract infections, and skin and soft tissue infections. Clavulanic acid protects amoxicillin from being broken down by resistant bacteria.</p><h3>Key Benefits</h3><ul><li>Broad-spectrum coverage</li><li>Overcomes beta-lactamase resistance</li><li>Twice-daily dosing</li><li>Film-coated tablets</li></ul><h3>Ingredients / Composition</h3><p>Each film-coated tablet contains Amoxicillin Trihydrate IP eq. to Amoxicillin 875 mg and Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 125 mg.</p><h3>How to Use</h3><p>Usually one tablet every 12 hours at the start of a meal, for the duration prescribed. Complete the full course. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C, protected from light and moisture.</p>",Amoxicillin 875mg + Clavulanic Acid 125mg – broad-spectrum antibiotic for bacterial infections.,0.2,1,Taxable Goods,"Catalog, Search",190.00,,augumentine-1g-duo,Augumentine 1g Duo,Amoxicillin 875mg + Clavulanic Acid 125mg – broad-spectrum antibiotic for bacterial infections.,tabs-assorted.jpg,Augumentine 1g Duo,tabs-assorted.jpg,Augumentine 1g Duo,tabs-assorted.jpg,Augumentine 1g Duo,100,1,1,,"brand=Augumentine,form=Tablets,ingredients=Each film-coated tablet contains Amoxicillin Trihydrate IP eq. to Amoxicillin 875 mg and Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 125 mg.,dosage=Usually one tablet every 12 hours at the start of a meal، for the duration prescribed. Complete the full course. This is a prescription medicine. Use only under the guidance of a licensed healthcare professional. Do not exceed the prescribed dose. Keep out of reach of children. Store below 25°C، protected from light and moisture.,benefits=<ul><li>Broad-spectrum coverage</li><li>Overcomes beta-lactamase resistance</li><li>Twice-daily dosing</li><li>Film-coated tablets</li></ul>"
MVM60,,Default,simple,Default Category/Supplements,base,Multivitamin & Mineral Capsules,"<p>A complete daily multivitamin and mineral formula to fill nutritional gaps, support energy metabolism, immune function and overall wellbeing. Contains Vitamin A, C, D3, E, B-complex, Zinc, Iron, Magnesium and Selenium.</p><h3>Key Benefits</h3><ul><li>Fills daily nutritional gaps</li><li>Supports energy & immunity</li><li>Once-daily convenience</li><li>No artificial colours</li></ul><h3>Ingredients / Composition</h3><p>Vitamin A, C, D3, E, K, B1, B2, B3, B5, B6, B7, B9, B12, Calcium, Iron, Magnesium, Zinc, Selenium, Copper, Manganese, Chromium, Iodine.</p><h3>How to Use</h3><p>Take one capsule daily with food.</p>",Daily multivitamin with 24 essential vitamins & minerals for energy and immunity.,0.2,1,Taxable Goods,"Catalog, Search",29.00,24.00,multivitamin-mineral-capsules,Multivitamin & Mineral Capsules,Daily multivitamin with 24 essential vitamins & minerals for energy and immunity.,caps-white-bottle.jpg,Multivitamin & Mineral Capsules,caps-white-bottle.jpg,Multivitamin & Mineral Capsules,caps-white-bottle.jpg,Multivitamin & Mineral Capsules,100,1,1,,"brand=The Vita Care,form=Capsules,ingredients=Vitamin A، C، D3، E، K، B1، B2، B3، B5، B6، B7، B9، B12، Calcium، Iron، Magnesium، Zinc، Selenium، Copper، Manganese، Chromium، Iodine.,dosage=Take one capsule daily with food.,benefits=<ul><li>Fills daily nutritional gaps</li><li>Supports energy & immunity</li><li>Once-daily convenience</li><li>No artificial colours</li></ul>"
OMG1000,,Default,simple,Default Category/Supplements,base,Omega-3 Fish Oil 1000 mg Softgels,"<p>Molecularly distilled fish oil delivering 360 mg EPA and 240 mg DHA per softgel. Supports cardiovascular health, cognitive function and joint flexibility. Mercury tested and burpless.</p><h3>Key Benefits</h3><ul><li>Supports heart health</li><li>Sharpens memory & focus</li><li>Reduces joint stiffness</li><li>Mercury-free</li></ul><h3>Ingredients / Composition</h3><p>Fish Oil 1000 mg (EPA 360 mg, DHA 240 mg), Gelatin, Glycerin, Vitamin E.</p><h3>How to Use</h3><p>Take 1–2 softgels daily with meals.</p>","Triple strength Omega-3 with EPA & DHA for heart, brain and joint health.",0.2,1,Taxable Goods,"Catalog, Search",26.00,,omega-3-fish-oil-1000mg-softgels,Omega-3 Fish Oil 1000 mg Softgels,"Triple strength Omega-3 with EPA & DHA for heart, brain and joint health.",supp-bottles.jpg,Omega-3 Fish Oil 1000 mg Softgels,supp-bottles.jpg,Omega-3 Fish Oil 1000 mg Softgels,supp-bottles.jpg,Omega-3 Fish Oil 1000 mg Softgels,100,1,1,"name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=0.00,sku=60SOFTGELS,option_title=60 Softgels|name=Pack Size / Option,type=drop_down,required=1,price_type=fixed,price=19.00,sku=120SOFTGELS,option_title=120 Softgels","brand=The Vita Care,form=Softgels,ingredients=Fish Oil 1000 mg (EPA 360 mg، DHA 240 mg)، Gelatin، Glycerin، Vitamin E.,dosage=Take 1–2 softgels daily with meals.,benefits=<ul><li>Supports heart health</li><li>Sharpens memory & focus</li><li>Reduces joint stiffness</li><li>Mercury-free</li></ul>"
VITC1000,,Default,simple,Default Category/Supplements,base,Vitamin C 1000 mg Gummies,"<p>Delicious chewable gummies delivering a high-potency dose of Vitamin C along with Zinc to support immune function, collagen production and antioxidant defence. Gelatin-free and vegan friendly.</p><h3>Key Benefits</h3><ul><li>Supports immune function</li><li>Antioxidant protection</li><li>Promotes collagen & skin health</li><li>Vegan, no artificial colours</li></ul><h3>Ingredients / Composition</h3><p>Vitamin C 1000 mg, Zinc 10 mg, Pectin, Natural Orange Flavour, Citric Acid, Cane Sugar.</p><h3>How to Use</h3><p>Take 2 gummies daily.</p>",Orange-flavoured gummies with 1000 mg Vitamin C plus Zinc for immune support.,0.2,1,Taxable Goods,"Catalog, Search",22.00,18.00,vitamin-c-1000mg-gummies,Vitamin C 1000 mg Gummies,Orange-flavoured gummies with 1000 mg Vitamin C plus Zinc for immune support.,pills-jar.jpg,Vitamin C 1000 mg Gummies,pills-jar.jpg,Vitamin C 1000 mg Gummies,pills-jar.jpg,Vitamin C 1000 mg Gummies,100,1,1,,"brand=The Vita Care,form=Gummies,ingredients=Vitamin C 1000 mg، Zinc 10 mg، Pectin، Natural Orange Flavour، Citric Acid، Cane Sugar.,dosage=Take 2 gummies daily.,benefits=<ul><li>Supports immune function</li><li>Antioxidant protection</li><li>Promotes collagen & skin health</li><li>Vegan، no artificial colours</li></ul>"
PROB50B,,Default,simple,Default Category/Supplements,base,Probiotic 50 Billion CFU Capsules,"<p>A powerful blend of 15 Lactobacillus and Bifidobacterium strains delivering 50 billion live cultures per delayed-release capsule, plus inulin prebiotic to feed beneficial bacteria. Shelf stable.</p><h3>Key Benefits</h3><ul><li>Improves digestion & reduces bloating</li><li>Supports immunity</li><li>Delayed-release capsules</li><li>No refrigeration needed</li></ul><h3>Ingredients / Composition</h3><p>Probiotic Blend 50 Billion CFU, Inulin 100 mg, Vegetable Capsule.</p><h3>How to Use</h3><p>Take 1 capsule daily on an empty stomach.</p>","15 probiotic strains with prebiotic fibre for gut health, digestion and immunity.",0.2,1,Taxable Goods,"Catalog, Search",34.00,28.00,probiotic-50-billion-cfu-capsules,Probiotic 50 Billion CFU Capsules,"15 probiotic strains with prebiotic fibre for gut health, digestion and immunity.",caps-jar.jpg,Probiotic 50 Billion CFU Capsules,caps-jar.jpg,Probiotic 50 Billion CFU Capsules,caps-jar.jpg,Probiotic 50 Billion CFU Capsules,100,1,1,,"brand=The Vita Care,form=Capsules,ingredients=Probiotic Blend 50 Billion CFU، Inulin 100 mg، Vegetable Capsule.,dosage=Take 1 capsule daily on an empty stomach.,benefits=<ul><li>Improves digestion & reduces bloating</li><li>Supports immunity</li><li>Delayed-release capsules</li><li>No refrigeration needed</li></ul>"
TURM95,,Default,simple,Default Category/Supplements,base,Turmeric Curcumin 95% with BioPerine,"<p>Standardised turmeric root extract enhanced with BioPerine® black pepper extract for up to 2000% better absorption. Supports joint mobility, a healthy inflammatory response and antioxidant defence.</p><h3>Key Benefits</h3><ul><li>Reduces joint pain & stiffness</li><li>Powerful antioxidant</li><li>Supports liver & digestion</li><li>Enhanced absorption</li></ul><h3>Ingredients / Composition</h3><p>Turmeric Root Extract (95% Curcuminoids) 1000 mg, BioPerine® 10 mg, Vegetable Capsule.</p><h3>How to Use</h3><p>Take 2 capsules daily with food.</p>",1000 mg Turmeric Curcumin (95% curcuminoids) with black pepper extract for joint support.,0.2,1,Taxable Goods,"Catalog, Search",26.00,21.00,turmeric-curcumin-bioperine,Turmeric Curcumin 95% with BioPerine,1000 mg Turmeric Curcumin (95% curcuminoids) with black pepper extract for joint support.,caps-pink.jpg,Turmeric Curcumin 95% with BioPerine,caps-pink.jpg,Turmeric Curcumin 95% with BioPerine,caps-pink.jpg,Turmeric Curcumin 95% with BioPerine,100,1,1,,"brand=The Vita Care,form=Capsules,ingredients=Turmeric Root Extract (95% Curcuminoids) 1000 mg، BioPerine® 10 mg، Vegetable Capsule.,dosage=Take 2 capsules daily with food.,benefits=<ul><li>Reduces joint pain & stiffness</li><li>Powerful antioxidant</li><li>Supports liver & digestion</li><li>Enhanced absorption</li></ul>"
SKHA50,,Default,simple,Default Category/Skin Care,base,Hyaluronic Acid Hydrating Moisturiser 50 g,"<p>A fast-absorbing gel-cream that locks in moisture with multi-weight Hyaluronic Acid and strengthens the skin barrier with Ceramides and Niacinamide. Non-comedogenic, fragrance-free and suitable for all skin types including sensitive skin.</p><h3>Key Benefits</h3><ul><li>72-hour hydration</li><li>Strengthens skin barrier</li><li>Non-comedogenic & fragrance-free</li><li>Suitable for sensitive skin</li></ul><h3>Ingredients / Composition</h3><p>Aqua, Glycerin, Sodium Hyaluronate, Niacinamide, Ceramide NP, Squalane, Panthenol, Allantoin, Carbomer, Phenoxyethanol.</p><h3>How to Use</h3><p>Apply to clean face and neck morning and night.</p>","Lightweight, oil-free daily moisturiser with 2% Hyaluronic Acid and Ceramides for 72-hour hydration.",0.2,1,Taxable Goods,"Catalog, Search",24.00,19.00,hyaluronic-acid-hydrating-moisturiser,Hyaluronic Acid Hydrating Moisturiser 50 g,"Lightweight, oil-free daily moisturiser with 2% Hyaluronic Acid and Ceramides for 72-hour hydration.",cream-jars.jpg,Hyaluronic Acid Hydrating Moisturiser 50 g,cream-jars.jpg,Hyaluronic Acid Hydrating Moisturiser 50 g,cream-jars.jpg,Hyaluronic Acid Hydrating Moisturiser 50 g,100,1,1,,"brand=The Vita Care,form=Cream,ingredients=Aqua، Glycerin، Sodium Hyaluronate، Niacinamide، Ceramide NP، Squalane، Panthenol، Allantoin، Carbomer، Phenoxyethanol.,dosage=Apply to clean face and neck morning and night.,benefits=<ul><li>72-hour hydration</li><li>Strengthens skin barrier</li><li>Non-comedogenic & fragrance-free</li><li>Suitable for sensitive skin</li></ul>"
SKRET30,,Default,simple,Default Category/Skin Care,base,Retinol 0.3% Night Cream 30 g,"<p>A gentle yet effective anti-aging night cream with 0.3% encapsulated Retinol, Peptides and Vitamin E. Boosts cell turnover and collagen production for smoother, firmer, more even-toned skin with minimal irritation.</p><h3>Key Benefits</h3><ul><li>Reduces fine lines & wrinkles</li><li>Improves skin texture</li><li>Encapsulated for low irritation</li><li>Dermatologist tested</li></ul><h3>Ingredients / Composition</h3><p>Aqua, Caprylic/Capric Triglyceride, Glycerin, Retinol, Palmitoyl Tripeptide-1, Tocopheryl Acetate, Shea Butter, Bisabolol.</p><h3>How to Use</h3><p>Apply a pea-sized amount at night on cleansed skin. Use sunscreen during the day.</p>","Encapsulated Retinol night cream to reduce fine lines, wrinkles and uneven texture.",0.2,1,Taxable Goods,"Catalog, Search",32.00,27.00,retinol-night-cream,Retinol 0.3% Night Cream 30 g,"Encapsulated Retinol night cream to reduce fine lines, wrinkles and uneven texture.",cream-jar.jpg,Retinol 0.3% Night Cream 30 g,cream-jar.jpg,Retinol 0.3% Night Cream 30 g,cream-jar.jpg,Retinol 0.3% Night Cream 30 g,100,1,1,,"brand=The Vita Care,form=Cream,ingredients=Aqua، Caprylic/Capric Triglyceride، Glycerin، Retinol، Palmitoyl Tripeptide-1، Tocopheryl Acetate، Shea Butter، Bisabolol.,dosage=Apply a pea-sized amount at night on cleansed skin. Use sunscreen during the day.,benefits=<ul><li>Reduces fine lines & wrinkles</li><li>Improves skin texture</li><li>Encapsulated for low irritation</li><li>Dermatologist tested</li></ul>"
SKSAL30,,Default,simple,Default Category/Skin Care,base,Salicylic Acid 2% Acne Control Gel 30 g,"<p>A targeted acne control gel that penetrates pores to dissolve excess oil and dead skin. With Salicylic Acid, Tea Tree Oil and Zinc PCA to reduce breakouts, blackheads and redness without over-drying.</p><h3>Key Benefits</h3><ul><li>Clears acne & blackheads</li><li>Controls excess oil</li><li>Reduces redness</li><li>Non-drying formula</li></ul><h3>Ingredients / Composition</h3><p>Aqua, Salicylic Acid 2%, Melaleuca Alternifolia Leaf Oil, Zinc PCA, Niacinamide, Aloe Barbadensis Leaf Juice, Carbomer.</p><h3>How to Use</h3><p>Apply a thin layer to affected areas 1–2 times daily.</p>",Oil-free spot treatment gel with 2% Salicylic Acid and Tea Tree to clear acne and unclog pores.,0.2,1,Taxable Goods,"Catalog, Search",18.00,15.00,salicylic-acid-acne-gel,Salicylic Acid 2% Acne Control Gel 30 g,Oil-free spot treatment gel with 2% Salicylic Acid and Tea Tree to clear acne and unclog pores.,skincare-set.jpg,Salicylic Acid 2% Acne Control Gel 30 g,skincare-set.jpg,Salicylic Acid 2% Acne Control Gel 30 g,skincare-set.jpg,Salicylic Acid 2% Acne Control Gel 30 g,100,1,1,,"brand=The Vita Care,form=Gel,ingredients=Aqua، Salicylic Acid 2%، Melaleuca Alternifolia Leaf Oil، Zinc PCA، Niacinamide، Aloe Barbadensis Leaf Juice، Carbomer.,dosage=Apply a thin layer to affected areas 1–2 times daily.,benefits=<ul><li>Clears acne & blackheads</li><li>Controls excess oil</li><li>Reduces redness</li><li>Non-drying formula</li></ul>"
SKNIA150,,Default,simple,Default Category/Skin Care,base,Niacinamide 10% + Zinc Toner 150 ml,"<p>A refreshing, alcohol-free toner that balances oil production, tightens the look of pores and fades dark spots. Niacinamide strengthens the skin barrier while Zinc soothes and controls shine.</p><h3>Key Benefits</h3><ul><li>Minimises pores</li><li>Evens skin tone</li><li>Controls shine</li><li>Alcohol-free</li></ul><h3>Ingredients / Composition</h3><p>Aqua, Niacinamide, Zinc PCA, Glycerin, Sodium Hyaluronate, Panthenol, Centella Asiatica Extract.</p><h3>How to Use</h3><p>After cleansing, apply with a cotton pad or pat onto skin morning and night.</p>",Alcohol-free toner with 10% Niacinamide and 1% Zinc to minimise pores and even skin tone.,0.2,1,Taxable Goods,"Catalog, Search",16.00,,niacinamide-zinc-toner,Niacinamide 10% + Zinc Toner 150 ml,Alcohol-free toner with 10% Niacinamide and 1% Zinc to minimise pores and even skin tone.,skincare-bottles.jpg,Niacinamide 10% + Zinc Toner 150 ml,skincare-bottles.jpg,Niacinamide 10% + Zinc Toner 150 ml,skincare-bottles.jpg,Niacinamide 10% + Zinc Toner 150 ml,100,1,1,,"brand=The Vita Care,form=Toner,ingredients=Aqua، Niacinamide، Zinc PCA، Glycerin، Sodium Hyaluronate، Panthenol، Centella Asiatica Extract.,dosage=After cleansing، apply with a cotton pad or pat onto skin morning and night.,benefits=<ul><li>Minimises pores</li><li>Evens skin tone</li><li>Controls shine</li><li>Alcohol-free</li></ul>"
SRVC30,,Default,simple,Default Category/Serum,base,Vitamin C 20% Brightening Face Serum 30 ml,"<p>A stable, high-potency Vitamin C (Ethyl Ascorbic Acid) serum boosted with Ferulic Acid and Vitamin E. Brightens dull skin, fades dark spots and pigmentation, boosts collagen and defends against environmental damage.</p><h3>Key Benefits</h3><ul><li>Brightens & evens tone</li><li>Fades dark spots</li><li>Boosts collagen</li><li>Antioxidant defence</li></ul><h3>Ingredients / Composition</h3><p>Aqua, 3-O-Ethyl Ascorbic Acid 20%, Ferulic Acid, Tocopherol, Sodium Hyaluronate, Glycerin, Propanediol.</p><h3>How to Use</h3><p>Apply 3–4 drops to clean face every morning before moisturiser and sunscreen.</p>","Potent 20% Vitamin C serum with Ferulic Acid and Vitamin E for radiant, even-toned skin.",0.2,1,Taxable Goods,"Catalog, Search",28.00,22.00,vitamin-c-brightening-face-serum,Vitamin C 20% Brightening Face Serum 30 ml,"Potent 20% Vitamin C serum with Ferulic Acid and Vitamin E for radiant, even-toned skin.",serum-amber.jpg,Vitamin C 20% Brightening Face Serum 30 ml,serum-amber.jpg,Vitamin C 20% Brightening Face Serum 30 ml,serum-amber.jpg,Vitamin C 20% Brightening Face Serum 30 ml,100,1,1,,"brand=The Vita Care,form=Serum,ingredients=Aqua، 3-O-Ethyl Ascorbic Acid 20%، Ferulic Acid، Tocopherol، Sodium Hyaluronate، Glycerin، Propanediol.,dosage=Apply 3–4 drops to clean face every morning before moisturiser and sunscreen.,benefits=<ul><li>Brightens & evens tone</li><li>Fades dark spots</li><li>Boosts collagen</li><li>Antioxidant defence</li></ul>"
SSSPF50,,Default,simple,Default Category/Sunscreens,base,Ultra Light SPF 50+ PA++++ Sunscreen 50 ml,"<p>A silky, fast-absorbing sunscreen offering broad-spectrum UVA/UVB protection. Enriched with Vitamin E and Hyaluronic Acid, it leaves no white cast, doesn't feel greasy and works under makeup. Water resistant up to 80 minutes.</p><h3>Key Benefits</h3><ul><li>SPF 50+ PA++++ protection</li><li>No white cast</li><li>Non-greasy, matte finish</li><li>Water resistant 80 min</li></ul><h3>Ingredients / Composition</h3><p>Aqua, Homosalate, Octocrylene, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Titanium Dioxide, Tocopheryl Acetate, Sodium Hyaluronate.</p><h3>How to Use</h3><p>Apply generously 15 minutes before sun exposure. Reapply every 2 hours.</p>","Broad-spectrum SPF 50+ PA++++ sunscreen – lightweight, no white cast, water resistant.",0.2,1,Taxable Goods,"Catalog, Search",20.00,16.00,ultra-light-spf-50-sunscreen,Ultra Light SPF 50+ PA++++ Sunscreen 50 ml,"Broad-spectrum SPF 50+ PA++++ sunscreen – lightweight, no white cast, water resistant.",sunscreen-spf50.jpg,Ultra Light SPF 50+ PA++++ Sunscreen 50 ml,sunscreen-spf50.jpg,Ultra Light SPF 50+ PA++++ Sunscreen 50 ml,sunscreen-spf50.jpg,Ultra Light SPF 50+ PA++++ Sunscreen 50 ml,100,1,1,,"brand=The Vita Care,form=Lotion,ingredients=Aqua، Homosalate، Octocrylene، Ethylhexyl Salicylate، Butyl Methoxydibenzoylmethane، Titanium Dioxide، Tocopheryl Acetate، Sodium Hyaluronate.,dosage=Apply generously 15 minutes before sun exposure. Reapply every 2 hours.,benefits=<ul><li>SPF 50+ PA++++ protection</li><li>No white cast</li><li>Non-greasy، matte finish</li><li>Water resistant 80 min</li></ul>"
